"[Spielbezogene Abos (regelmäßige Ausgabe)] Wie viel hast du im vergangenen Jahr in etwa für Folgendes ausgegeben?"	"60"	"55"	"50"	"45"	"40"	"35"	"30"	"25"	"20"	"15"	"nA"
0	58	2	11	22	40	83	160	235	210	154	4
2	0	0	0	0	0	0	0	0	1	0	0
7	0	0	0	0	0	0	0	0	0	1	0
8	0	0	0	0	0	0	0	0	0	1	0
9	0	0	0	0	0	0	1	0	0	0	0
9	0	0	0	0	0	0	0	0	1	0	0
10	0	0	0	0	0	2	1	1	1	0	0
12	0	0	0	0	0	1	0	0	1	2	0
12	0	0	0	0	0	0	0	0	1	0	0
13	0	0	1	0	0	0	2	1	0	0	0
15	0	0	0	0	0	0	1	1	1	1	0
16	0	0	0	0	0	1	0	0	0	0	0
20	1	0	0	0	0	0	1	0	3	4	0
21	1	0	0	0	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0	0	1	0	0
24	0	0	0	0	0	0	1	0	0	0	0
25	0	0	0	0	2	1	1	2	0	1	0
26	0	0	1	0	0	0	1	0	0	0	0
30	1	0	0	0	0	2	3	5	1	2	1
32	0	0	0	0	0	0	0	1	1	0	0
35	0	0	0	0	1	0	0	1	0	0	0
36	0	0	1	0	0	0	1	0	0	0	0
39	0	0	0	0	0	0	0	1	0	0	0
40	1	0	0	0	1	0	1	5	3	3	0
42	0	0	0	0	0	0	0	1	0	0	0
45	0	0	0	0	0	0	0	2	2	1	0
49	0	0	0	0	0	0	0	1	0	0	0
50	3	0	0	0	4	1	13	16	12	5	0
52	0	0	0	0	0	0	0	0	1	0	0
54	0	0	0	0	0	0	1	0	0	0	0
59	0	0	0	0	0	1	0	0	0	0	0
60	0	0	0	1	2	2	9	4	2	1	0
65	0	0	0	0	0	1	2	0	1	0	0
70	0	0	0	0	0	1	0	3	3	0	0
72	0	0	0	0	0	0	0	1	0	0	0
75	0	0	0	1	0	1	0	1	0	0	0
80	0	0	0	0	2	1	2	0	2	0	0
84	0	0	0	0	0	0	0	1	0	0	0
90	0	0	0	1	0	0	0	0	0	0	0
91	0	0	0	0	0	1	0	0	0	0	0
100	2	0	0	0	2	5	3	9	6	0	0
110	0	0	0	0	0	0	1	0	0	0	0
120	3	0	0	3	0	0	2	1	0	1	0
125	0	0	0	0	0	0	0	0	1	0	0
129	0	0	0	0	0	0	0	0	1	0	0
130	0	0	1	0	0	0	1	0	2	0	0
138	0	0	0	0	0	0	0	1	0	0	0
144	0	0	0	0	0	0	1	0	0	0	0
150	0	0	0	0	1	0	0	5	0	0	0
155	0	0	0	0	0	0	1	0	0	0	0
156	0	0	0	0	0	0	1	4	1	0	0
160	0	0	0	0	0	0	1	0	0	0	0
170	0	0	0	0	0	0	0	0	1	0	0
180	0	0	0	1	0	0	2	1	0	0	0
200	0	0	0	0	0	0	2	3	1	1	0
220	0	0	0	0	0	0	0	1	0	0	0
240	0	0	0	0	0	0	0	1	0	0	0
250	0	0	0	0	1	0	1	2	0	0	0
272	0	0	0	0	0	0	0	0	1	0	0
300	0	0	0	0	0	0	1	0	0	0	0
360	0	0	0	0	0	0	1	0	0	0	0
400	0	0	0	0	1	0	0	1	0	0	0
500	0	0	0	0	1	0	0	0	0	0	0
.	199	1	8	10	19	39	61	74	94	52	2
